f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,class
17.326,8.422,20.976,12.787,11.276,2.305,3.944,8.17,10.273,13.517,1.14,12.409,5.121,1.614,1.07,5.671,2.427,-1.292,1.435,2.427,-9.681,8.426,0.413,9.281,F,E
9.891,15.053,12.556,9.739,12.697,2.658,1.125,13.616,12.969,16.259,-11.897,-0.327,1.123,1.31,-3.444,1.556,-19.181,-19.65,0.064,-11.897,-18.815,3.64,0.133,6.518,C,G
24.808,8.254,21.95,16.562,6.588,3.638,2.371,9.612,11.933,8.556,-9.373,8.754,12.754,2.273,0.971,5.971,2.327,-12.502,11.421,-9.373,-3.755,2.663,2.071,0.63,D,F
26.547,4.055,20.534,9.471,10.285,2.968,4.581,7.719,13.394,8.423,2.444,-3.322,-1.488,1.744,1.722,-0.862,-5.545,-3.621,0.534,-5.545,-8.122,0.828,0.803,8.673,H,F
19.545,7.855,20.094,15.697,3.837,2.979,3.18,26.312,4.363,20.575,-10.503,0.877,11.941,1.892,-2.594,2.406,-5.029,-7.033,0.567,-10.503,-9.802,0.117,2.198,4.702,I,C
8.943,10.614,7.621,8.874,14.013,3.534,1.572,9.193,9.399,15.287,-17.209,1.754,2.422,0.904,-3.905,1.095,14.064,-14.907,31.186,-1.151,-6.756,2.654,3.428,0.764,E,D
9.821,10.026,9.986,5.844,10.217,3.958,4.079,6.271,12.137,9.636,-13.874,-8.131,-3.283,-0.248,-7.19,-2.19,-15.574,-17.414,0.499,-8.594,-25.309,13.668,0.191,8.554,D,E
14.924,10.877,13.644,14.14,8.989,3.578,3.691,24.223,8.61,21.239,0.529,-3.506,6.469,1.578,-1.662,3.338,-2.786,-1.257,0.378,0.529,0.447,0.005,8.925,6.535,J,H
31.146,7.808,19.307,5.405,14.926,3.449,4.161,8.51,13.458,6.796,0.52,-7.278,-14.086,1.552,0.76,4.886,6.124,-13.885,17.901,-5.181,-21.59,13.294,1.16,4.07,G,H
31.608,4.842,21.34,15.059,4.328,0.653,4.228,17.247,5.69,20.476,-11.419,-3.372,6.469,1.935,-4.593,0.407,-12.089,-12.581,0.069,-11.419,-28.035,13.546,0.071,3.356,B,H
8.117,11.871,7.301,4.416,17.278,2.532,5.991,16.592,7.019,20.729,4.259,-1.713,8.723,1.954,0.018,7.769,-0.045,-0.387,0.04,-0.045,-19.145,16.694,0.049,5.641,B,E
8.425,11.123,7.146,14.358,1.955,0.075,5.429,13.712,12.02,14.946,-6.136,-2.942,2.757,0.959,-3.093,1.907,-10.565,-19.167,5.045,-6.136,-8.269,0.623,2.845,2.585,H,I
9.641,13.267,9.945,7.705,14.53,3.707,0.455,10.332,14.512,13.654,-16.869,3.711,1.77,0.795,-3.005,1.995,2.833,0.129,0.889,2.833,-8.5,7.63,0.341,4.656,D,F
9.078,10.403,7.617,6.938,18.262,1.461,3.187,9.157,12.28,15.097,14.843,-3.877,2.303,0.884,1.762,2.42,3.607,-9.196,9.162,-16.238,-18.687,0.766,3.458,0.336,C,A
18.607,7.458,19.346,11.375,11.899,0.567,5.798,9.343,10.78,9.001,9.819,-2.651,0.177,2.482,5.409,-0.974,-7.64,-14.824,3.852,-18.142,-15.332,0.942,2.022,9.777,J,C
6.864,12.099,9.871,12.678,12.43,3.551,3.517,14.404,4.7,19.419,-15.05,-3.153,19.561,3.76,-5.41,16.801,-13.234,-22.901,6.011,-15.05,-24.801,6.09,0.994,7.207,H,F
13.519,15.837,12.346,18.055,3.146,0.055,4.1,8.625,11.03,12.423,-6.251,-10.476,1.136,0.734,-6.261,-1.261,16.441,-8.486,24.89,-6.251,0.743,3.699,2.594,0.917,E,D
6.681,11.666,9.094,14.67,6.924,3.32,5.278,10.676,11.882,12.776,-4.019,-2.329,3.681,1.113,-2.308,2.692,-27.24,-16.249,7.288,-11.016,-11.341,0.037,14.033,8.138,J,C
14.043,11.03,13.933,10.846,10.891,3.962,3.994,25.616,7.8,19.355,-12.41,2.791,6.572,1.595,-2.273,5.977,-30.882,-15.31,12.289,-10.034,-17.146,3.793,1.8,0.388,C,I
9.065,13.841,6.041,9.348,12.437,2.16,5.396,15.393,8.769,15.395,-11.812,-6.737,5.278,1.38,-6.093,-1.093,-6.366,-12.938,3.37,-11.812,-17.878,2.989,1.062,8.095,H,F
20.978,5.862,21.469,16.911,3.735,3.421,2.573,12.128,10.835,15.903,-9.556,2.405,0.733,2.899,-1.72,3.28,6.322,0.162,3.058,6.322,-6.925,9.642,0.563,9.38,G,J
11.648,10.708,14.012,18.482,5.764,1.804,5.427,7.746,13.604,7.776,-7.697,-5.52,0.014,1.268,-4.557,0.443,3.174,5.977,0.938,3.174,-0.763,1.563,0.775,8.563,H,E
9.966,12.482,6.306,9.761,13.745,0.811,4.697,7.291,12.811,6.595,-12.431,-3.355,-1.946,0.474,-4.839,0.161,-2.167,-0.821,0.312,-2.167,-5.738,1.349,0.481,0.34,A,F
7.934,13.87,9.801,7.751,15.503,3.878,3.218,7.291,11.811,9.234,-26.197,-11.042,-3.547,0.198,-11.484,-6.484,-25.556,-33.413,4.405,-26.197,-34.785,5.033,0.936,0.994,C,I
17.587,9.754,21.681,16.42,1.542,3.404,5.419,10.428,14.234,16.317,-6.785,9.665,0.679,1.693,1.997,6.997,-10.711,-21.821,7.407,-6.785,-8.676,0.52,3.773,3.396,I,H
30.021,9.685,20.96,6.231,12.656,3.048,5.442,9.206,11.297,7.69,6.222,-6.705,0.299,2.122,3.611,-1.32,8.543,-9.852,15.779,-10.692,-8.94,0.464,5.833,8.141,J,E
7.702,13.172,8.951,18.422,4.539,3.789,3.375,13.748,11.203,13.076,-5.255,-6.405,3.463,1.077,-4.316,0.684,0.047,-9.941,6.313,-5.255,-2.686,0.823,2.769,2.074,G,J
15.873,9.549,17.203,18.343,1.221,3.54,4.236,6.375,11.053,7.823,-7.591,0.785,4.785,1.301,-1.904,3.096,1.89,-8.886,7.075,-7.591,-3.079,1.917,1.921,3.236,G,E
12.152,15.747,13.097,11.803,11.116,3.474,4.745,11.832,8.186,15.291,0.928,-4.002,4.288,0.793,-1.769,3.231,-5.769,-8.578,0.942,-5.769,-5.32,0.06,3.958,0.96,F,E
6.748,11.44,7.988,1.574,14.325,3.84,1.28,7.993,13.667,8.635,6.654,5.992,11.1,-0.464,4.289,9.289,-7.487,-6.363,0.238,-7.487,-13.627,3.043,0.28,0.093,A,B
12.012,15.957,17.208,7.705,11.291,3.875,1.362,24.032,4.665,21.954,-12.281,4.045,8.136,1.856,-1.718,7.28,-21.059,-17.496,1.345,-11.262,-18.435,3.842,0.592,2.815,D,E
20.205,9.297,19.081,15.475,4.413,2.231,3.459,6.976,10.198,7.074,-5.82,2.541,6.541,1.571,-0.73,4.27,-16.439,-9.328,3.793,3.115,-14.522,14.813,0.506,0.835,B,I
13.974,15.253,15.077,16.678,6.641,1.369,4.255,8.441,12.045,7.696,-9.928,-8.984,-0.592,0.703,-6.559,-1.559,4.064,1.451,0.845,4.064,-5.318,5.748,0.383,0.938,B,I
25.65,8.828,19.383,7.637,13.357,3.421,4.984,8.667,11.72,16.325,13.533,-0.889,1.51,2.853,7.267,0.306,-20.121,-8.334,8.094,3.564,-23.036,27.438,0.543,9.62,G,A
27.773,5.805,20.492,4.633,14.98,3.735,4.496,9.564,11.426,6.432,6.214,-1.781,-0.54,2.121,3.607,7.689,-24.898,-6.334,15.996,8.862,-5.574,10.97,1.208,7.741,H,B
26.166,5.628,21.945,8.438,10.983,1.76,5.895,20.993,7.881,19.01,8.573,-3.709,12.44,2.357,4.786,10.866,3.889,2.221,0.431,3.889,-8.55,8.773,0.222,9.778,E,F
8.275,11.946,8.774,4.408,14.5,3.89,4.833,8.307,10.761,8.048,7.62,6.572,6.194,0.568,2.486,7.486,-25.646,-13.584,8.378,-7.272,-6.547,0.123,8.237,0.56,G,G
15.89,12.508,16.491,13.754,11.94,3.521,4.792,12.005,8.679,15.163,-3.56,5.761,3.361,0.922,1.177,6.177,-12.14,-19.102,3.674,-3.56,-14.952,7.69,0.691,3.726,E,F
9.342,10.092,6.297,6.752,16.715,1.251,5.855,9.905,12.934,9.28,1.874,-10.847,-9.327,0.081,-4.385,0.615,-9.337,-4.492,2.133,-9.337,-24.97,12.362,0.415,9.493,F,I
14.048,4.548,19.146,15.691,11.435,2.086,5.079,9.452,15,13.447,-3.16,9.273,3.623,1.785,2.74,7.74,2.493,-16.183,16.141,-3.16,-17.811,11.215,1.2,0.185,B,B
22.396,4.342,19.036,4.499,15.558,2.715,5.417,22.835,5.344,21.957,2.08,-9.266,19.645,1.708,1.54,16.871,-10.068,-17.526,4.073,-4.586,-11.474,3.615,1.061,6.703,H,B
6.056,13.469,7.699,11.575,11.033,2.932,5.7,31.616,4.302,20.888,-1.532,-1.727,8.672,1.945,-1.436,3.564,10.017,-6.594,13.54,-1.532,-15.412,10.342,1.144,0.125,A,F
27.198,7.183,19.843,15.17,4.882,0.654,3.391,21.998,5.026,20.469,-9.203,-9.675,9.15,1.708,-6.665,-1.665,-12.655,-22.107,5.812,-9.203,-20.754,7.852,0.86,7.778,H,C
9.846,10.905,6.218,11.151,10.153,0.528,4.471,7.524,12.555,7.619,-15.595,-4.393,-0.71,0.529,-6.062,-1.062,-16.779,-8.366,4.88,5.618,-27.373,37.9,0.359,0.81,B,I
25.673,6.561,20.752,7.655,14,3.516,2.479,7.975,11.992,9.014,-0.482,6.052,10.052,1.452,0.259,2.913,-1.059,-1.499,0.058,-1.059,-8.403,3.98,0.121,8.246,C,J
9.178,10.795,7.41,16.273,3.327,2.855,2.529,9.352,13.879,7.121,-9.861,0.129,4.129,0.035,-2.745,2.255,-8.961,-7.056,0.526,-9.861,-7.475,0.737,0.845,8.334,H,G
12.365,11.398,14.756,5.771,16.766,0.331,4.783,15.323,4.213,21.376,-3.143,-6.826,10.587,2.264,-1.072,9.322,-2.364,-1.978,0.048,-2.364,-20.096,14.933,0.057,2.731,A,D
11.487,14.077,13.112,3.085,18.518,3.852,5.449,9.5,15.813,16.911,-2.4,3.333,0.548,1.26,1.232,6.232,8.167,0.231,4.472,8.167,-15.988,23.744,0.434,4.057,D,J
15.93,6.304,19.709,1.837,18.393,0.102,3.402,7.695,10.565,8.184,0.736,-5.64,0.188,1.574,0.868,3.372,-2.037,-0.489,0.385,-2.037,-21.945,17.765,0.147,0.179,A,G
14.388,12.015,17.667,14.897,5.9,2.913,1.984,10.574,11.2,12.029,-6.149,4.754,2.036,1.346,0.11,5.11,-7.256,-6.161,0.229,-6.149,-5.614,0.078,1.71,4.34,H,H
20.551,6.11,19.303,4.639,17.845,3.151,3.155,7.232,11.397,9.095,2.44,12.317,5.195,1.744,1.72,9.463,3.201,6.109,0.992,3.201,-24.836,29.691,0.183,3.537,C,A
9.246,11.442,9.932,12.579,14.822,0.236,4.061,6.616,13.309,7.691,-26.53,-4.891,0.315,0.074,-9.004,-4.004,4.658,-11.65,13.172,-9.485,-7.31,0.641,4.531,0.96,F,B
26.54,8.937,19.044,10.217,9.077,3.25,3.799,9.233,10.277,9.901,-2.726,1.608,5.608,2.308,-0.345,4.655,4.289,0.368,1.553,4.289,-2.789,3.766,0.642,2.898,D,F
14.733,14.19,13.694,14.733,6.137,3.766,4.399,9.019,10.635,6.438,-9.341,-6.44,-3.449,1.2,-5.352,-0.352,-0.891,-1.019,0.009,-9.341,-5.224,1.671,0.074,0.461,A,D
9.377,10.086,16.198,12.802,12.094,3.72,5.635,7.912,13.838,8.54,-15.61,-0.236,3.764,0.825,-4.334,0.666,-10.312,-10.659,0.041,-10.312,-20.162,6.183,0.081,2.631,B,D
7.382,12.422,7.934,13.889,11.068,2.725,5.651,15.622,5.433,21.707,-4.694,1.461,7.068,1.678,-0.898,4.102,15.34,2.637,9.055,15.34,-3.893,16.87,0.733,0.236,A,H
8.751,10.005,8.981,5.084,17.06,3.023,2.29,22.3,6.744,20.471,5.937,5.562,5.923,1.487,1.74,5.436,7.793,2.618,2.354,7.793,-17.571,25.548,0.304,0.575,A,H
17.321,8.427,21.24,9.573,13.246,3.673,0.162,15.38,9.183,20.498,1.707,8.257,15.424,1.671,1.354,13.353,4.144,5.629,0.362,4.144,-6.75,7.192,0.224,3.464,C,F
6.432,10.1,8.086,10.426,15.674,3.558,0.28,8.958,13.586,9.335,-21.092,7.207,11.207,0.272,-2.603,2.397,-0.978,0.099,0.224,-0.978,-7.696,3.483,0.253,0.996,B,G
24.736,4.737,19.001,14.873,2.938,1.958,4.566,6.006,11.792,7.938,-10.077,-4.468,-1.845,2.229,-4.714,0.286,3.914,1.76,0.633,3.914,-5.086,5.401,0.342,4.813,D,E
29.756,9.26,20.356,2.305,17.168,2.443,2.861,11.078,11.34,17.352,5.694,4.182,3.811,2.069,3.347,7.256,-13.937,-9.787,1.691,4.074,-9.953,10.507,0.401,9.419,F,F
14.566,9.551,21.983,18.26,3.926,0.87,4.746,11.38,8.631,16.643,-11.268,-1.136,3.248,2.172,-3.624,1.376,-30.782,-6.997,23.199,5.223,-16.254,19.906,1.08,9.411,H,A
30.615,6.394,20.254,14.185,6.903,2.551,4.066,9.068,11.816,8.501,-8.747,9.863,13.863,2.167,1.589,6.589,-12.845,-11.335,0.371,-8.747,-19.85,7.399,0.224,4.672,C,G
6.975,11.248,8.518,5.956,14.643,2.459,5.55,12.389,11.265,12.296,7.099,6.259,3.377,1.063,1.852,6.852,12.239,-12.127,24.055,-5.461,-23.068,14.776,1.276,4.179,G,I
22.19,5.316,20.536,12.203,7.901,2.113,4.1,10.782,10.995,16.459,1.502,4.484,0.719,1.754,1.91,6.91,-6.582,-8.459,0.514,-6.582,-4.568,0.572,0.949,0.763,C,E
27.564,6.546,20.665,5.396,14.678,2.538,3.492,22.591,7.431,19.682,4.127,5.524,8.228,1.913,2.564,7.357,-9.179,-15.269,3.005,-1.349,-11.378,6.353,0.688,0.407,B,E
9.492,10.552,9.569,1.515,18.444,2.79,2.678,20.071,6.013,20.76,3.543,4.126,9.934,2.156,6.918,8.778,-6.773,-15.164,4.861,1.404,-13.892,11.965,0.637,9.975,G,F
10.062,10.063,15.716,1.159,15.872,3.39,4.922,13.11,7.235,21.482,-2.963,-7.616,9.537,2.089,-0.982,8.447,-10.582,-10.511,0.004,-10.582,-9.848,0.126,0.173,8.689,D,B
7.222,11.256,8.42,14.121,6.871,3.082,4.337,8.216,10.242,8.073,-7.586,9.732,13.732,-0.071,1.825,6.825,-3.333,-14.43,7.393,-7.586,-5.449,0.625,3.44,7.023,J,J
22.888,9.721,20.625,11.387,7.417,3.039,0.617,9.247,13.381,6.537,-1.091,-0.871,3.129,2.94,-0.969,4.031,7.004,-6.508,9.933,-1.091,-16.928,12.604,0.888,0.989,C,B
10.473,12.575,13.72,11.771,5.046,3.304,4.848,10.54,11.507,17.869,-0.64,-7.553,3.303,0.886,-3.64,1.36,9.198,-13.19,21.187,-0.64,-16.417,12.534,1.3,2.795,F,I
9.103,11.044,9.86,2.058,18.633,2.098,3.863,31.375,7.847,19.319,3.001,3.801,7.925,1.821,0.826,7.104,10.871,-2.044,9.282,10.871,-11.753,21.523,0.657,0.895,C,D
28.543,8.107,21.993,7.622,11.115,2.62,0.166,13.836,4.516,19.523,0.895,2.428,7.557,1.589,0.947,6.798,8.152,-0.182,4.811,8.152,-16.642,24.692,0.441,6.337,E,G
25.946,4.975,19.14,14.264,5.595,2.476,3.088,19.931,9.237,21.762,-5.449,-4.652,15.304,2.304,-3.634,1.366,-12.144,-14.05,0.526,-5.449,-16.636,7.483,0.265,4.029,C,C
14.134,9.34,19.33,10.382,5.32,3.886,5.261,8.681,11.112,9.988,-0.888,12.857,16.857,1.77,4.802,9.802,-7.484,-7.564,0.005,-7.484,-4.307,1.132,0.064,6.183,B,I
11.672,13.659,12.174,6.691,16.784,2.543,1.731,24.159,6.002,19.654,-6.735,4.109,7.727,1.788,2.312,6.939,-12.764,-14.131,0.319,-2.983,-10.475,4.102,0.279,9.904,E,E
22.988,7.509,20.249,10.993,12.776,0.797,5.319,9.506,10.012,12.34,11.563,-6.921,4.379,2.656,6.281,-3.677,13.719,6.922,3.544,13.719,-8.169,20.48,0.416,9.458,F,A
7.041,11.68,7.26,11.294,8.62,2.872,3.832,16.266,4.154,20.871,-3.77,12.91,7.304,1.717,4.103,9.103,-15.502,-14.603,0.17,-5.408,-13.378,4.5,0.195,4.716,C,A
9.245,9.161,16.896,14.489,2.551,2.31,1.957,7.441,12.95,9.953,-10.864,7.689,11.689,1.373,0.155,5.155,-12.756,-25.814,9.437,-10.864,-23.821,9.328,1.006,8.41,H,A
29.381,8.547,19.496,15.22,11.957,2.971,5.038,30.773,5.433,21.428,-1.443,-1.272,7.593,1.941,-1.224,3.776,-4.016,-14.158,6.46,-1.443,-2.748,0.298,4.655,9.064,J,C
11.272,10.783,16.778,2.701,15.851,1.469,5.04,7.539,10.456,9.796,-4.735,-11.163,-3.532,1.026,-1.868,2.279,-7.921,-19.447,7.826,-12.174,-11.204,0.191,6.402,0.216,D,E
28.95,6.515,19.515,15.739,11.663,0.085,3.343,6.933,10.647,6.26,-3.314,-6.646,-3.507,2.329,-3.931,1.069,11.062,-9.169,18.2,-11.154,-13.798,0.86,4.6,0.179,C,J
9.485,13.716,8.361,6.471,18.824,3.405,3.399,9.845,11.44,6.144,19.972,-4.113,-7.332,0.252,2.946,7.946,-8.107,-16.57,4.925,-16.228,-10.019,3.094,1.262,0.132,A,C
9.631,9.983,13.135,5.765,16.589,3.893,1.81,12.643,6.815,21.608,-7.733,4.65,16.233,3.205,0.667,14.027,8.011,-6.714,11.301,-22.565,-22.71,0.011,32.037,8.857,J,A
8.822,15.272,13.116,7.438,10.339,1.571,4.4,15.48,15.434,12.227,-16.031,-10.259,2.908,1.174,-8.616,-3.616,-10.953,-25.829,11.476,-16.031,-19.727,1.421,2.841,6.201,I,J
11.164,12.726,17.475,17.498,4.299,2.841,0.729,27.698,6.713,19.492,-9.084,1.881,9.511,2.085,-1.821,3.179,11.008,-0.258,7.562,11.008,-8.043,16.631,0.674,9.923,H,A
8.828,8.513,12.335,6.106,18.337,2.346,3.552,7.659,11.622,7.375,-8.128,-4.402,-3.269,0.687,-3.564,3.358,-7.299,-6.254,0.213,-7.299,-16.028,5.158,0.203,0.495,A,A
9.484,13.925,8.722,15.614,6.162,3.045,5.114,8.99,10.901,6.416,-10.749,-2.473,-4.862,-0.786,-4.051,0.949,0.826,-8.861,6.03,-10.749,-4.967,2.78,1.473,4.95,H,E
12.149,14.786,17.621,10.919,9.818,0.162,5.539,7.738,10.407,9.658,-2.528,-2.295,-0.882,0.808,-1.922,3.078,-7.113,-17.371,6.571,-2.528,-4.825,0.696,3.072,4.307,I,D
10.78,8.285,13.253,14.564,12.446,2.075,5.311,14.973,9.064,14.186,-2.152,-3.297,3.041,0.699,-2.245,2.755,16.52,-9.395,26.385,-9.565,-13.924,1.82,3.808,0.988,F,I
7.439,12.663,7.48,5.164,12.862,2.258,2.218,27.685,5.983,19.765,-16.125,5.813,11.666,2.444,-1.942,10.221,-22.429,-9.026,9.813,1.066,-21.834,21.918,0.669,9.372,G,C
31.941,9.628,20.167,18.313,6.643,1.43,3.5,11.342,11.469,12.474,-7.264,-6.883,2.315,1.898,-5.017,-0.017,-11.573,-16.89,2.452,-7.264,-9.317,0.588,2.042,9.685,J,J
12.62,10.988,15.49,14.593,2.079,3.962,3.292,25.392,7.538,19.007,-9.613,5.273,14.581,2.93,-0.539,4.461,4.684,-1.303,2.93,4.684,-7.831,8.854,0.575,3.7,E,J
12.435,9.744,21.953,11.128,11.852,1.033,3.417,10.199,14.773,16.56,-2.179,-1.723,5.274,2.04,-1.596,3.404,-9.922,-9.124,0.142,-9.922,-5.253,2.018,0.266,5.732,D,G
7.23,12.605,6.556,3.099,15.985,2.605,1.437,6.138,13.148,7.326,4.168,4.501,3.999,-0.01,0.708,5.708,-8.052,-7.978,0.004,-8.052,-12.813,2.078,0.044,3.085,A,F
13.584,9.17,13.123,18.843,3.009,2.415,3.781,6.614,11.15,8.901,-6.238,-0.501,3.499,1.237,-2.102,2.898,-16.1,-15.775,0.037,-6.238,-15.001,5.189,0.084,4.762,B,G
7.274,10.901,7.063,16.276,1.17,2.17,4.695,29.923,5.818,19.132,-5.659,7.54,9.264,2.044,1.394,6.394,5.613,1.638,1.585,5.613,-3.602,5.595,0.532,6.547,F,D
8.918,11.472,6.23,13.639,12.247,3.506,2.089,7.898,11.803,9.062,-2.818,2.427,6.427,0.161,-0.026,4.974,-8.666,-5.778,0.981,-8.666,-2.887,2.778,0.594,2.362,D,H
8.67,13.896,9.533,15.222,3.345,2.079,5.679,16.968,7.051,19.531,-9.945,-7.72,13.702,2.784,-6.036,-1.036,-9.451,-9.055,0.05,-9.945,-9.296,0.105,0.691,9.584,H,A
13.755,5.425,20.875,9.831,13.241,3.094,2.964,14.234,4.281,21.577,1.169,0.595,8.561,1.617,1.085,7.634,-9.827,-18.393,5.014,-20.21,-16.491,1.434,1.87,6.718,I,B
29.995,7.113,19.776,11.853,8.829,2.119,5.547,15.856,7.913,20.168,1.398,0.209,10.08,1.766,0.103,5.103,-10.955,-15.999,2.265,1.398,-4.817,3.099,0.855,0.338,B,J
31.273,7.074,20.407,3.442,17.584,1.697,4.07,8.561,11.116,8.507,20.051,-5.604,-4.917,3.505,10.525,5.607,-19.674,-6.905,9.126,9.055,-6.336,12.076,0.869,3.078,E,B
7.362,10.721,7.253,2.782,18.672,3.465,3.068,7.58,11.347,9.015,7.348,-6.56,-6.339,0.516,-1.23,3.77,-4.095,-2.334,0.468,-4.095,-17.336,9.636,0.22,8.417,D,G
8.597,10.899,8.328,14.716,3.408,3.049,3.454,9.898,11.999,6.988,-9.428,1.851,5.851,-1.38,-1.919,3.081,5.239,-8.27,9.931,-9.428,-2.776,3.432,1.701,0.883,D,G
7.671,10.485,6.589,16.622,2.618,1.755,4.552,6.508,11.81,8.167,-7.87,-1.014,-0.806,-0.8,-2.723,2.277,22.051,-10.88,37.796,-7.87,0.01,4.424,2.923,8.378,J,D
20.839,4.255,19.742,12.927,5.975,1.753,5.539,6.492,12.57,9.992,-0.587,-5.857,-2.186,1.711,-2.92,2.08,-3.848,-13.617,6.107,-0.587,-2.254,0.431,3.765,0.677,E,F
9.981,11.035,16.771,9.352,14.704,3.711,0.839,12.992,7.013,20.34,-28.736,3.506,6.348,1.558,-6.057,5.79,3.576,0.821,0.914,3.576,-9.623,9.59,0.309,2.978,C,C
10.642,8.942,12.413,12.711,7.384,2.199,4.473,14.686,12.493,16.579,0.77,-4.159,1.684,1.36,-1.874,3.126,7.474,-1.235,5.14,7.474,-3.521,7.291,0.84,3.436,E,D
9.724,9.319,14.952,17.026,2.326,3.752,2.974,6.069,12.988,9.589,-9.633,4.054,8.054,0.751,-1.052,3.948,-9.688,-5.282,1.85,-9.633,-5.257,1.831,1.005,8.271,H,E
18.867,4.873,21.172,5.856,18.381,3.395,3.198,28.537,9.558,19.607,8.173,3.673,6.986,2.317,4.586,6.322,3.474,3.558,0.005,3.474,-27.52,34.509,0.012,3.717,A,A
7.843,10.714,7.96,3.464,18.374,2.379,4.06,9.088,10.693,6.07,2.117,-6.926,-5.141,0.559,-2.69,2.31,5.096,-13.112,15.539,-6.855,-22.393,12.249,1.126,2.329,E,I
9.972,10.489,8.181,18.526,5.278,1.439,5.058,11.805,15.029,17.571,-8.882,-6.87,4.988,1.331,-5.416,-0.416,-25.795,-16.995,5.221,-8.882,-14.738,2.834,1.357,4.107,G,D
23.721,8.751,20.866,5.769,17.262,2.841,3.467,6.014,13.83,9.081,5.248,3.714,4.256,2.025,3.124,5.488,4.42,-11.143,12.279,-10.596,-25.244,11.212,1.047,2.922,E,F
9.988,10.415,12.4,11.737,12.096,1.03,4.011,6.493,11.396,9.016,-3.619,-1.367,-1.967,1.26,-1.808,3.192,-13.875,-22.787,5.321,-11.351,-14.011,0.868,2.476,0.667,D,A
9.521,13.586,7.23,6.882,14.659,2.632,4.466,13.508,7.722,20.516,3.121,3.873,10.065,2.178,2.596,8.888,-7.789,-17.738,6.276,-13.874,-13.39,0.067,9.65,0.8,H,E
13.89,4.794,21.975,5.328,17.943,3.008,1.215,9.584,12.451,7.911,0.208,7.665,6.367,1.521,0.604,8.014,-3.665,-3.328,0.039,-3.665,-14.423,7.058,0.074,8.818,C,I
15.496,15.734,16.638,11.288,9.584,3.448,2.18,8.462,12.58,7.703,1.374,6.19,10.19,0.978,2.589,7.589,9.791,-17.421,28.391,1.374,-18.036,17.102,1.288,5.18,H,H
6.897,12.223,7.894,10.568,12.658,2.285,0.58,14.837,12.913,17.523,-19.014,7.872,1.813,0.802,-1.807,3.193,-3.574,-14.957,7.68,-19.014,-9.716,5.671,1.164,8.654,H,H
11.879,9.862,15.995,14.421,2.628,1.633,5.921,8.529,10.168,9.643,-8.304,-1.21,-11.724,0.847,-2.913,2.087,3.918,-8.904,9.183,-8.304,-2.669,2.675,1.853,4.048,H,B
15.688,11.529,17.862,12.065,9.577,2.828,2.894,8.759,11.542,9.754,1.65,7.601,11.601,0.833,3.246,8.246,16.922,9.238,4.26,16.922,-20.862,46.45,0.303,5.318,D,F
11.588,13.84,13.653,6.228,13.761,3.574,4.142,12.566,8.949,20.552,-14.279,2.381,8.46,1.91,-2.911,7.55,8.318,-16.464,24.673,-0.96,-8.427,4.081,2.459,8.368,J,A
19.331,8.979,19.479,18.907,6.682,2.863,3.148,7.464,13.339,9.166,-9.889,2.76,6.76,1.821,-1.655,3.345,-5.31,-6.677,0.32,-9.889,-8.966,0.177,1.343,5.745,H,H
7.42,10.758,7.217,14.095,11.028,2.145,0.683,16.605,7.116,19.285,0.008,11.137,9.693,2.115,4.309,9.309,-10.524,-4.958,2.626,-10.524,0.312,7.135,0.607,9.953,G,B
9.017,11.205,13.562,11.603,9.519,2.418,1.953,15.454,7.976,21.256,-4.627,4.317,18.825,3.637,0.309,5.309,-6.504,-17.267,7.062,-4.627,-5.563,0.181,6.244,4.01,J,B
9.987,10.966,7.409,5.701,14.104,3.283,3.228,21.563,4.819,21.381,-12.596,-0.992,7.125,1.688,-3.896,6.438,-17.873,-15.617,0.678,-7.862,-20.351,8.828,0.277,0.989,B,J
7.429,11.334,8.529,10.024,8.243,3.255,0.794,8.984,15.162,13.141,0.037,0.645,3.747,1.124,-0.055,4.945,9.377,9.415,0.001,9.377,-16.925,26.978,0.007,4.029,A,A
7.736,11.937,6.67,12.032,10.099,2.424,4.694,12.358,14.727,14.21,-14.068,-4.697,3.969,1.161,-5.808,-0.808,1.947,4.667,0.897,1.947,-8.482,6.736,0.365,8.024,E,F
14.902,11.953,14.811,18.2,4.327,3.089,2.796,22.498,7.96,20.335,-10.564,5.035,6.851,1.642,-0.876,4.124,-14.365,-12.49,0.513,-10.564,-20.784,6.535,0.28,9.555,E,H
7.176,13.536,8.936,18.079,2.904,0.053,4.046,7.654,13.356,9.605,-10.041,-4.769,-1.021,0.409,-4.831,0.169,-15.883,-20.475,1.968,-10.041,-18.759,5.148,0.618,0.478,B,A
9.928,12.722,15.374,5.154,16.568,1.153,3.5,9.29,13.071,7.276,-8.022,-11.706,-3.166,0.698,-3.511,0.237,-24.722,-6.443,15.63,8.382,-8.489,13.859,1.062,3.716,F,H
19.027,9.148,19.571,13.988,7.802,2.151,3.322,9.631,13.06,7.506,1.474,-4.454,-3.876,1.45,-1.821,3.179,4.252,-2.257,3.321,4.252,-3.301,4.151,0.894,0.341,B,F
10.462,10.012,15.863,1.402,17.948,3.76,3.516,9.497,12.284,8.967,-5.316,7.674,7.406,0.968,3.45,8.45,12.435,-0.079,8.853,12.435,-11.621,23.597,0.613,8.054,G,B
